"Pergunta","Posição","tags","deck"
"Qual é a manifestação clínica mais frequente do Zika vírus?<br>{{c1::Exantema maculopapular pruriginoso (<i>rash</i>)<i>.</i><br><img src=""paste-7c9134c0d2ba071e33fba4044c46d407b1129bcf.png"">}}","50"," Estratégia::Infectologia::Arboviroses::03.Zika::b)Quadro_Clínico ","Estratégia"
"Por que as ITUs são mais frequentes em mulheres?<br>{{c1::Mulheres têm uretra mais curta.}}","13"," Estratégia::Nefrologia::ITU::04.Fisiopatologia ","Estratégia"
"Que órgãos compõem o trato urinário baixo?<br>{{c1::Bexiga e uretra.<br><img data-editor-shrink=""true"" src=""paste-1f5e6ba66302ed702cd7af9cf4f47c867b9ebdc2.jpg"">}}","09"," Estratégia::Nefrologia::ITU::04.Fisiopatologia ","Estratégia"
"Que órgãos compõem o trato urinário alto?<br>{{c1::Rins e ureteres.<br><img data-editor-shrink=""true"" src=""paste-1f5e6ba66302ed702cd7af9cf4f47c867b9ebdc2.jpg"">}}","10"," Estratégia::Nefrologia::ITU::04.Fisiopatologia ","Estratégia"
"O que é polaciúria?<br>{{c1::Aumento da frequência miccional.}}","03"," Estratégia::Nefrologia::ITU::01.Definições ","Estratégia"
"O que é poliúria?<br>{{c1::Aumento do débito urinário (em geral, &gt; 3.000 mL/dia).}}","04"," Estratégia::Nefrologia::ITU::01.Definições ","Estratégia"
"O que é oligúria?<br>{{c1::Débito urinário &lt; 400 mL/dia.}}","02"," Estratégia::Nefrologia::ITU::01.Definições ","Estratégia"
"O que é anúria?<br>{{c1::Débito urinário &lt; 50 mL/dia.}}","01"," Estratégia::Nefrologia::ITU::01.Definições ","Estratégia"
"Qual é o agente etiológico mais comum nas infecções do trato urinário?<br>{{c1::<i>Escherichia coli.<br></i><img data-editor-shrink=""true"" src=""paste-3e867ef5bf0e851d41f2a1420bf10c1371df6f28.jpg"">}}","08"," Estratégia::Nefrologia::ITU::03.Etiologia ","Estratégia"
"Qual é o quadro clínico típico da cistite aguda não complicada?<br>{{c1::Disúria, polaciúria e desconforto suprapúbico.<br><img data-editor-shrink=""true"" src=""paste-6b3da99bc53286939b4ac1905cacf5fe46a50311.jpg"">}}","14"," Estratégia::Nefrologia::ITU::05.Quadro_Clínico::a)Cistite_Aguda ","Estratégia"
"Qual é o tratamento de escolha da cistite aguda não complicada?<br>{{c1::<br><ol><li>Nitrofurantoína 100mg, VO, 6/6h, por 5 dias; ou</li><li>Fosfomicina 3g, VO, dose única.</li></ol>}}","24"," Estratégia::Nefrologia::ITU::08.Tratamento::b)Cistite ","Estratégia"
"Qual é a definição de ITU de repetição?<br>{{c1::<br><ul><li>≥ 3 infecções em um ano; ou</li><li>≥ 2 infecções em 6 meses.&nbsp;</li></ul>}}","06"," Estratégia::Nefrologia::ITU::01.Definições ","Estratégia"
"Que sinal semiológico reforça a hipótese de pielonefrite aguda?<br>{{c1::Punhopercussão lombar dolorosa (sinal de Giordano).<br><img data-editor-shrink=""true"" src=""paste-a15ed7acf944bda92c8c23e49e913b348dd90b10.jpg"">}}","17"," Estratégia::Nefrologia::ITU::05.Quadro_Clínico::b)Pielonefrite_Aguda ","Estratégia"
"Quais são as indicações de exame de imagem na pielonefrite aguda?<br>{{c1::<br><ul><li>Gravidade.</li><li>Ausência de melhora após 48-72h de antibioticoterapia.</li><li>Suspeita de obstrução urinária.</li></ul>}}","21"," Estratégia::Nefrologia::ITU::06.Diagnóstico ","Estratégia"
"Quais são as indicações de tratamento da bacteriúria assintomática?<br>{{c1::<br><ul><li>Gestantes;</li><li>Antes de cirurgias urológicas com risco de sangramento.</li></ul>}}","23"," Estratégia::Nefrologia::ITU::08.Tratamento::a)Bacteriúria_Assintomática ","Estratégia"
"Qual é o principal fator de risco para ITU hospitalar?<br>{{c1::Uso de cateter vesical de demora.<br><img data-editor-shrink=""true"" src=""paste-844e9ce98201b39be317b92e39511d3dd51a6000.jpg"">}}","11"," Estratégia::Nefrologia::ITU::04.Fisiopatologia ","Estratégia"
"Qual é a antibioticoprofilaxia de escolha para ITU de repetição?<br>{{c1::Nitrofurantoína 100mg/dia, por 6 meses.<br>Inclusive em gestantes.}}","29"," Estratégia::Nefrologia::ITU::08.Tratamento::d)Infecção_de_Repetição ","Estratégia"
"A pielonefrite durante a gestação deve ser tratada ambulatorialmente ou no hospital?<br>{{c1::Hospital.}}","28"," Estratégia::Nefrologia::ITU::08.Tratamento::c)Pielonefrite_Aguda ","Estratégia"
"Qual é o antimicrobiano de escolha para o tratamento empírico de pielonefrite em gestantes?<br>{{c1::Cefalosporinas de terceira geração (como ceftriaxona).}}","27"," Estratégia::Nefrologia::ITU::08.Tratamento::c)Pielonefrite_Aguda ","Estratégia"
"Qual é o exame padrão-ouro para o diagnóstico de ITU?<br>{{c1::Urocultura.}}","20"," Estratégia::Nefrologia::ITU::06.Diagnóstico ","Estratégia"
"Qual é a definição de bacteriúria assintomática?<br>{{c1::Urocultura positiva com ≥ 10<sup>5&nbsp;</sup>UFC/mL em paciente assintomático.}}","05"," Estratégia::Nefrologia::ITU::01.Definições ","Estratégia"
"Que técnica de drenagem vesical apresenta menor taxa de infecção urinária?<br>{{c1::Cateterismo intermitente.<br><img data-editor-shrink=""true"" src=""paste-6401151a712436c2fd963d21ef75b4f96764a88f.jpg"">}}","19"," Estratégia::Nefrologia::ITU::06.Diagnóstico ","Estratégia"
"Qual é o perfil típico do paciente com ITU não complicada?<br>{{c1::Mulher jovem, hígida, não gestante e sem anormalidades no trato urinário.}}","15"," Estratégia::Nefrologia::ITU::05.Quadro_Clínico::a)Cistite_Aguda ","Estratégia"
"A nefrolitíase predomina em que sexo?<br>{{c1::Sexo masculino (razão 2:1).}}","01"," Estratégia::Nefrologia::Nefrolitíase::01.Epidemiologia ","Estratégia"
"Que substância presente na urina é a principal inibidora da nefrolitíase?<br>{{c1::Citrato.}}","04"," Estratégia::Nefrologia::Nefrolitíase::02.Fatores_Risco ","Estratégia"
"Qual é o tipo mais comum de cálculo renal?<br>{{c1::Oxalato de cálcio.<br><img data-editor-shrink=""true"" src=""Prevalencia_dos_tipos_de_calculos.jpg"">}}","02"," Estratégia::Nefrologia::Nefrolitíase::01.Epidemiologia ","Estratégia"
"Que cálculo renal é radiotransparente?<br>{{c1::Cálculo de ácido úrico.<br><img src=""Cristais de Ácido Úrico.png"" data-editor-shrink=""true"">}}","15"," Estratégia::Nefrologia::Nefrolitíase::05.Tipos::b)Ácido_Úrico ","Estratégia"
"Qual é o perfil característico do paciente com nefrolitíase de estruvita?<br>{{c1::Mulheres com ITU de repetição.<br><img data-editor-shrink=""true"" src=""Cálculos de Estruvita.jpg"">}}","10"," Estratégia::Nefrologia::Nefrolitíase::05.Tipos::a)Estruvita ","Estratégia"
"Que cálculo urinário está associado a mulheres com infecções de repetição?<br>{{c1::Cálculo de estruvita.<br><img data-editor-shrink=""true"" src=""Cálculos de Estruvita.jpg"">}}","11"," Estratégia::Nefrologia::Nefrolitíase::05.Tipos::a)Estruvita ","Estratégia"
"Qual é o principal fator de risco para nefrolitíase?<br>{{c1::Baixa ingesta de líquidos.<br><img data-editor-shrink=""true"" src=""Orientações dietéticas para pacientes com nefrolitíase-ebe6cfb724d485321f0ef731f8fa9d2219b06f55.jpg"">}}","05"," Estratégia::Nefrologia::Nefrolitíase::02.Fatores_Risco ","Estratégia"
"Qual é a relação entre consumo de cálcio e risco de nefrolitíase?<br>{{c1::Dieta pobre em cálcio é fator de risco para nefrolitíase.}}","06"," Estratégia::Nefrologia::Nefrolitíase::02.Fatores_Risco ","Estratégia"
"Qual é a relação entre consumo de proteína e risco de nefrolitíase?<br>{{c1::↑Consumo proteico → ↑nefrolitíase.<br><img data-editor-shrink=""true"" src=""Orientações dietéticas para pacientes com nefrolitíase-ebe6cfb724d485321f0ef731f8fa9d2219b06f55.jpg"">}}","07"," Estratégia::Nefrologia::Nefrolitíase::02.Fatores_Risco ","Estratégia"
"Que tipo de cálculo renal se torna mais provável em pH urinário ácido?<br>{{c1::Ácido úrico.<br><img data-editor-shrink=""true"" src=""pH urinário e cristais de ácido úrico.jpg"">}}","16"," Estratégia::Nefrologia::Nefrolitíase::05.Tipos::b)Ácido_Úrico ","Estratégia"
"Quais são os tipos de cálculo renal mais prováveis em pH urinário alcalino?<br>{{c1::Fosfato de cálcio ou estruvita.}}","12"," Estratégia::Nefrologia::Nefrolitíase::05.Tipos::a)Estruvita ","Estratégia"
"Quais são os pontos de estreitamento ureteral que se predispõem à obstrução por cálculos?<br>{{c1::<br><ul><li>Junção ureteropiélica;</li><li>Cruzamento do ureter sobre os vasos ilíacos;</li><li>Junção ureterovesical.</li></ul><img data-editor-shrink=""true"" src=""Estreitamento do Ureter.jpg"">}}","08"," Estratégia::Nefrologia::Nefrolitíase::03Fisiopatologia ","Estratégia"
"Qual é o exame de imagem padrão-ouro para o diagnóstico de cálculos das vias urinárias?<br>{{c1::Tomografia de abdome e pelve sem contraste.<br>
<figure>
    <img src=""TC - Litíase Ureteral à direita.png"" data-editor-shrink=""true"">
    <figcaption>Legenda: litíase ureteral na seta verde à direita.</figcaption>
</figure>}}","18"," Estratégia::Nefrologia::Nefrolitíase::07.Diagnóstico ","Estratégia"
"Que diuréticos podem reduzir a recorrência de cálculos de cálcio?<br>{{c1::Diuréticos tiazídicos.}}","23"," Estratégia::Nefrologia::Nefrolitíase::08.Tratamento::b)Clínico::c)Diuréticos ","Estratégia"
"Qual é o analgésico de escolha inicial na nefrolitíase?<br>{{c1::AINEs.}}","22"," Estratégia::Nefrologia::Nefrolitíase::08.Tratamento::b)Clínico::b)Analgesia ","Estratégia"
"Qual é o diâmetro do cálculo urinário em que usualmente não há eliminação espontânea?<br>{{c1::Diâmetro ≥ 10 mm.}}","24"," Estratégia::Nefrologia::Nefrolitíase::08.Tratamento::b)Clínico::c)Terapia_Expulsiva ","Estratégia"
"Qual é a medicação de escolha usada na terapia expulsiva de cálculo urinário?<br>{{c1::Alfabloqueador (tansulosina).}}","25"," Estratégia::Nefrologia::Nefrolitíase::08.Tratamento::b)Clínico::c)Terapia_Expulsiva ","Estratégia"
"Qual é o método de escolha para remoção de cálculos ureterais?<br>{{c1::Ureteroscopia.<br><figure>
&nbsp;&nbsp;&nbsp; <img src=""Ureteroscópio flexível com basket.png"">&nbsp;</figure>}}","29"," Estratégia::Nefrologia::Nefrolitíase::08.Tratamento::c)Intervencionista::c)Ureteroscopia ","Estratégia"
"Quais são os 2 pilares do tratamento da pielonefrite obstrutiva?<br>{{c1::Antibioticoterapia + desobstrução da via urinária (p. ex. cateter duplo J).<br><img src=""paste-4754cd90ef81da221d657e3bf1a584f280ddfbdd.png"" data-editor-shrink=""true"">}}","34"," Estratégia::Nefrologia::Nefrolitíase::09.Pielonefrite_Obstrutiva ","Estratégia"
"Qual é a bactéria mais frequentemente associada ao cálculo de estruvita?<br>{{c1::<i>Proteus mirabilis.<br></i><img data-editor-shrink=""true"" src=""Cálculos de Estruvita.jpg"">}}","13"," Estratégia::Nefrologia::Nefrolitíase::05.Tipos::a)Estruvita ","Estratégia"
"<b>Diagnóstico provável:</b> paciente com cólica nefrética, febre e hidronefrose no exame de imagem.<br>{{c1::Pielonefrite obstrutiva.}}","35"," Estratégia::Nefrologia::Nefrolitíase::09.Pielonefrite_Obstrutiva ","Estratégia"
"Qual é a composição da maioria dos cálculos coraliformes?<br>{{c1::Fosfato de amônio e magnésio.<br><img data-editor-shrink=""true"" src=""Cálculos de Estruvita.jpg"">}}","14"," Estratégia::Nefrologia::Nefrolitíase::05.Tipos::a)Estruvita ","Estratégia"
"Qual é o principal mecanismo responsável pela dor na cólica nefrética?<br>{{c1::Cálculo ureteral gera obstrução do fluxo urinário e distensão da cápsula renal.}}","09"," Estratégia::Nefrologia::Nefrolitíase::03Fisiopatologia ","Estratégia"
"Qual é a origem anatômica da maioria dos cálculos urinários?<br>{{c1::Origem renal.}}","03"," Estratégia::Nefrologia::Nefrolitíase::01.Epidemiologia ","Estratégia"
"Qual é o tipo de cálculo renal radiotransparente?<br>{{c1::Oxalato de cálcio, fosfato de cálcio, estruvita e cistina (ou seja, todos menos o de ácido úrico).}}","19"," Estratégia::Nefrologia::Nefrolitíase::07.Diagnóstico ","Estratégia"
"Quais são os dois principais achados clínicos na litíase urinária?<br>{{c1::Dor lombar em cólica + hematúria.<br><img src=""paste-58ea18285bb61f41c75652a239b0495074ece7b3.png"">}}","17"," Estratégia::Nefrologia::Nefrolitíase::06.Quadro_Clínico ","Estratégia"
"Qual é a recomendação dietética (sódio, potássio, proteína e cálcio) para pacientes com nefrolitíase?<br>{{c1::<br><ul><li>Dieta normoproteica;</li><li>Reduzir o consumo de sódio;</li><li>Dieta rica em potássio; e</li><li>Não restringir o cálcio da dieta.</li></ul><img data-editor-shrink=""true"" src=""Orientações dietéticas para pacientes com nefrolitíase-ebe6cfb724d485321f0ef731f8fa9d2219b06f55.jpg"">}}","20"," Estratégia::Nefrologia::Nefrolitíase::08.Tratamento::a)Dieta ","Estratégia"
"Qual é a principal indicação para alcalinização urinária em pacientes com litíase?<br>{{c1::Litíase por ácido úrico + pH urinário ácido.<br><img data-editor-shrink=""true"" src=""DenissonC_FC_004 - Litíase de Ácido Úrico e pH urinário.jpg"">}}","21"," Estratégia::Nefrologia::Nefrolitíase::08.Tratamento::b)Clínico::a)Alcalinização_Urinária ","Estratégia"
"Cite, pelo menos, três indicações para tratamento intervencionista na nefrolitíase.<br>{{c1::<br><ul><li>cálculo &gt; 10 mm;</li><li>dor refratária à analgesia;</li><li>função renal limítrofe, rim único ou injúria renal aguda;</li><li>obstrução persistente;<br></li><li>infecção da via urinária associada à litíase obstrutiva;</li><li>infecção urinária de repetição associada aos cálculos.</li></ul>}}","27"," Estratégia::Nefrologia::Nefrolitíase::08.Tratamento::c)Intervencionista::a)Indicações_Gerais ","Estratégia"
"Quais são as principais indicações de uso da nefrolitotomia percutânea para tratamento da nefrolitíase?<br>{{c1::<br><ul><li>Cálculos renais &gt; 2 cm;</li><li>Alguns cálculos coraliformes;</li><li>Falha de outros métodos.</li></ul><img data-editor-shrink=""true"" src=""Nefrolitotomia_Percutânea_(NLPC).jpg"">}}","32"," Estratégia::Nefrologia::Nefrolitíase::08.Tratamento::c)Intervencionista::d)Nefrolitotomia_Percutânea ","Estratégia"
"Qual é a conduta intervencionista recomendada para cálculos renais &lt; 2 cm nos polos médio ou superior?<br>{{c1::Ureteroscopia ou litotripsia extracorpórea por ondas de choque (LECO).}}","30"," Estratégia::Nefrologia::Nefrolitíase::08.Tratamento::c)Intervencionista::c)Ureteroscopia ","Estratégia"
"Qual é o resultado do teste do laço considerado positivo na suspeita de dengue?<br>{{c1::Contagem de petéquias em um quadrado (2,5 cm de lado):<br>Adultos:<b>&nbsp;</b>≥ 20 petéquias.<br>Crianças: ≥ 10 petéquias.<br><img data-editor-shrink=""true"" src=""Imagem17.png"">}}","25"," Estratégia::Infectologia::Arboviroses::01.Dengue::f)Diagnóstico ","Estratégia"
"Qual é a definição de endometriose?<br>{{c1::Presença de endométrio fora da cavidade uterina.<br><img src=""Endometriose.png"">}}","01"," Estratégia::Ginecologia::Endometriose::01.Introdução ","Estratégia"
"Qual é a localização mais frequente dos implantes de endometriose?<br>{{c1::Ovários.<br><img src=""Endometriose.png"">}}","05"," Estratégia::Ginecologia::Endometriose::02.Epidemiologia ","Estratégia"
"Quando ocorre o pico de prevalência da endometriose?<br>{{c1::Entre 25 e 35 anos (idade reprodutiva).}}","06"," Estratégia::Ginecologia::Endometriose::02.Epidemiologia ","Estratégia"
"A fisiopatologia da endometriose é dependente de que hormônio?<br>{{c1::Estrogênio.}}","11"," Estratégia::Ginecologia::Endometriose::03.Fisiopatologia ","Estratégia"
"Qual é a tétrade clássica da endometriose?<br>{{c1::Dismenorreia, dispareunia profunda, dor pélvica crônica e infertilidade.<br><img data-editor-shrink=""true"" src=""DenissonC_FC_017 - Quadro Clínico da Endometriose.jpg"">}}","14"," Estratégia::Ginecologia::Endometriose::05.Quadro_Clínico ","Estratégia"
"Qual é o método padrão-ouro para o diagnóstico de endometriose?<br>{{c1::Videolaparoscopia com biópsia.<br><img src=""paste-92d2217ef728825fc7d1ea01b2965fdf61d54cb7.png"">}}","16"," Estratégia::Ginecologia::Endometriose::06.Diagnóstico ","Estratégia"
"Qual é a indicação cirúrgica do endometrioma de ovário?<br>{{c1::<br><ul><li>Tamanho &gt; 5-6 cm.</li><li>Em crescimento.</li><li>Sintomáticos.</li></ul><figure>
    <img src=""7.jpg"">
    <figcaption>Legenda: endometrioma de ovário visto na videolaparoscopia (esquerda) e no ultrassom (direita).</figcaption>
</figure>}}","21"," Estratégia::Ginecologia::Endometriose::07.Tratamento::Endometrioma_de_Ovário ","Estratégia"
"Qual é o tratamento cirúrgico de escolha para os endometriomas de ovário?<br>{{c1::Cistectomia/ooforoplastia, preservando o máximo de tecido ovariano.<br><figure>
    <img src=""13.jpg"">
    <figcaption>Legenda: cistectomia por videolaparoscopia para tratamento do endometrioma de ovário.</figcaption>
</figure>}}","22"," Estratégia::Ginecologia::Endometriose::07.Tratamento::Endometrioma_de_Ovário ","Estratégia"
"Qual é o período de latência entre a infecção estreptocócica e a febre reumática?<br>{{c1::Cerca de 2 a 4 semanas.<br><img data-editor-shrink=""true"" src=""paste-1ce1e4a68d25531b3bf902f8cde78d5b9b57273b.jpg"">}}","02"," Estratégia::Pediatria::Febre_Reumática::01.Introdução ","Estratégia"
"Qual é o braço do sistema imune responsável pelo surgimento da artrite da febre reumática?<br>{{c1::Humoral.}}","06"," Estratégia::Pediatria::Febre_Reumática::02.Fisiopatologia ","Estratégia"
"Qual é o braço do sistema imune responsável pelo surgimento da coreia da febre reumática?<br>{{c1::Humoral (anticorpos nos núcleos da base).}}","08"," Estratégia::Pediatria::Febre_Reumática::02.Fisiopatologia ","Estratégia"
"Qual é o braço do sistema imune responsável pelo surgimento da cardite da febre reumática?<br>{{c1::Celular (principal) e humoral.}}","07"," Estratégia::Pediatria::Febre_Reumática::02.Fisiopatologia ","Estratégia"
"Que manifestação clínica da febre reumática decorre da imunidade celular?<br>{{c1::Cardite.<br><img data-editor-shrink=""true"" src=""paste-e1302a31fdf7c6877950a0a2c33ec419c34d3e0b.jpg"">}}","05"," Estratégia::Pediatria::Febre_Reumática::02.Fisiopatologia ","Estratégia"
"Qual é a faixa etária predominante da febre reumática?<br>{{c1::5 a 15 anos de idade.<br><img data-editor-shrink=""true"" src=""paste-93348385f45f2aad33be8818697e9d6d528801b4.jpg"">}}","03"," Estratégia::Pediatria::Febre_Reumática::01.Introdução ","Estratégia"
"Quais são os critérios maiores de Jones para febre reumática no Brasil?<br>{{c1::Artrite ou poliartralgia, cardite, coreia de Sydenham, eritema marginado e nódulos subcutâneos.<br><img data-editor-shrink=""true"" src=""paste-2fabd385bf289909cf4f86dc39aea67230a4fb23.jpg"">}}","15"," Estratégia::Pediatria::Febre_Reumática::04.Diagnóstico ","Estratégia"
"Quais são os critérios menores de Jones para febre reumática no Brasil?<br>{{c1::Monoartralgia, febre ≥ 38ºC, ↑VHS/PCR, intervalo PR aumentado.<br><img data-editor-shrink=""true"" src=""paste-2fabd385bf289909cf4f86dc39aea67230a4fb23.jpg"">}}","16"," Estratégia::Pediatria::Febre_Reumática::04.Diagnóstico ","Estratégia"
"Qual é a principal causa de cardiopatia adquirida entre jovens no Brasil?<br>{{c1::Febre reumática.<br><img data-editor-shrink=""true"" src=""paste-7c8e0a2e7c4e50377058d3406a8c7db4ee066839.jpg"">}}","04"," Estratégia::Pediatria::Febre_Reumática::01.Introdução ","Estratégia"
"Em que momento da rotina diária do paciente há interrupção da coreia de Sydenham?<br>{{c1::Durante o sono.<br><img data-editor-shrink=""true"" src=""DenissonC_FC_019 - Coreia de Sydenham.jpg"">}}","13"," Estratégia::Pediatria::Febre_Reumática::03.Quadro_Clínico::c)Coreia_de_Sydenham ","Estratégia"
"Quais são os três exames que fornecem evidência de contato prévio com o&nbsp;<i>S. pyogenes</i>?<br>{{c1::<br>1. Cultura de orofaringe.<br>2. Teste antigênico rápido.<br>3. Dosagem de anticorpos (ASLO ou anti-DNAse B).<br><img src=""paste-7aaf3f3f0ed5f4b61619c679b44864a380bb8011.jpg"">}}","17"," Estratégia::Pediatria::Febre_Reumática::04.Diagnóstico ","Estratégia"
"Qual é a combinação de critérios necessária para o diagnóstico de febre reumática?<br>{{c1::<br>a) 2 critérios maiores + contato prévio com estreptococo; ou<br>b) 1 critério maior + 2 menores + contato prévio com estreptococo.<br><img data-editor-shrink=""true"" src=""paste-7aaf3f3f0ed5f4b61619c679b44864a380bb8011.jpg"">}}","18"," Estratégia::Pediatria::Febre_Reumática::04.Diagnóstico ","Estratégia"
"Qual é o esquema de escolha para a erradicação do estreptococo na febre reumática?<br>{{c1::Penicilina benzatina.<br>Peso ≤ 20kg: 600.000 UI.<br>Peso &gt; 20kg: 1.200.000 UI.}}","23"," Estratégia::Pediatria::Febre_Reumática::05.Tratamento::d)Erradicação_do_Estreptococo ","Estratégia"
"Qual é a profilaxia primária para a febre reumática?<br>{{c1::Penicilina benzatina até o 9º dia de faringoamigdalites causadas por <i>S. pyogenes</i>.}}","22"," Estratégia::Pediatria::Febre_Reumática::05.Tratamento::c)Profilaxia_Primária ","Estratégia"
"Qual é o esquema de escolha para a profilaxia secundária da febre reumática?<br>{{c1::Penicilina benzatina a cada 21 dias.<br><br>Peso ≤ 20kg: 600.000 UI.<br>Peso &gt; 20kg: 1.200.000 UI.}}","24"," Estratégia::Pediatria::Febre_Reumática::05.Tratamento::e)Profilaxia_Secundária ","Estratégia"
"Qual é o agente etiológico da febre reumática?<br>{{c1::Estreptococo beta-hemolítico do grupo A (<i>S. pyogenes</i>).<br><img data-editor-shrink=""true"" src=""paste-963927d243b8389f678416fc1bc309cf8213ed80.jpg"">}}","01"," Estratégia::Pediatria::Febre_Reumática::01.Introdução ","Estratégia"
"Qual é a lesão cardíaca mais comum na febre reumática crônica?<br>{{c1::Estenose mitral.<br><img data-editor-shrink=""true"" src=""paste-2a914d55152bc75be3691dee61a8312ac78e8a6a.jpg"">}}","31"," Estratégia::Pediatria::Febre_Reumática::06.Prognóstico ","Estratégia"
"Qual é a lesão cardíaca mais comum na febre reumática aguda?<br>{{c1::Insuficiência mitral.<br><img data-editor-shrink=""true"" src=""paste-72e2caadde6bf6ebdea01e416dd10f3bb3576442.jpg"">}}","12"," Estratégia::Pediatria::Febre_Reumática::03.Quadro_Clínico::b)Cardite ","Estratégia"
"Qual é o exame não laboratorial indicado sempre que há suspeita de febre reumática?<br>{{c1::Ecocardiograma.<br><img data-editor-shrink=""true"" src=""paste-e1302a31fdf7c6877950a0a2c33ec419c34d3e0b.jpg"">}}","19"," Estratégia::Pediatria::Febre_Reumática::04.Diagnóstico ","Estratégia"
"Qual é a manifestação clínica mais comum da febre reumática?<br>{{c1::Artrite.<br><img data-editor-shrink=""true"" src=""paste-a92fa0a17925a8b0f90f2f869710a984e6dfede3.jpg"">}}","09"," Estratégia::Pediatria::Febre_Reumática::03.Quadro_Clínico::a)Artrite ","Estratégia"
"Qual é o prognóstico da artrite da febre reumática?<br>{{c1::Cura sem deformidade residual.}}","30"," Estratégia::Pediatria::Febre_Reumática::06.Prognóstico ","Estratégia"
"Quais são as características clínicas clássicas da artrite da febre reumática?<br>{{c1::Poliarticular, migratória, acomete grandes articulações e cura sem sequelas.}}","10"," Estratégia::Pediatria::Febre_Reumática::03.Quadro_Clínico::a)Artrite ","Estratégia"
"Qual é a duração da profilaxia após febre reumática com troca valvar?<br>{{c1::Durante toda a vida.<br><img data-editor-shrink=""true"" src=""paste-4ddcd82478991684b26340c9263aa891ba59b436.jpg"">}}","28"," Estratégia::Pediatria::Febre_Reumática::05.Tratamento::e)Profilaxia_Secundária ","Estratégia"
"Qual é a duração da profilaxia após febre reumática com cardite moderada/grave e lesão residual?<br>{{c1::Por 10 anos ou até os 40 anos de idade (o que for mais longo).<br><img data-editor-shrink=""true"" src=""paste-4ddcd82478991684b26340c9263aa891ba59b436.jpg"">}}","27"," Estratégia::Pediatria::Febre_Reumática::05.Tratamento::e)Profilaxia_Secundária ","Estratégia"
"Qual é a duração da profilaxia após febre reumática com cardite leve?<br>{{c1::Por 10 anos ou até os 25 anos de idade (o que for mais longo).<br><img data-editor-shrink=""true"" src=""paste-4ddcd82478991684b26340c9263aa891ba59b436.jpg"">}}","26"," Estratégia::Pediatria::Febre_Reumática::05.Tratamento::e)Profilaxia_Secundária ","Estratégia"
"Qual é a duração da profilaxia após febre reumática sem cardite?<br>{{c1::Por 5 anos ou até os 21 anos de idade (o que for mais longo).<br><img data-editor-shrink=""true"" src=""paste-4ddcd82478991684b26340c9263aa891ba59b436.jpg"">}}","25"," Estratégia::Pediatria::Febre_Reumática::05.Tratamento::e)Profilaxia_Secundária ","Estratégia"
"Quais são os critérios gerais para a definição de artrite idiopática juvenil?<br>{{c1::Artrite em ≥ 1 articulação, duração ≥ 6 semanas, início antes dos 16 anos e exclusão de outras causas.}}","01"," Estratégia::Pediatria::AIJ::01.Definição ","Estratégia"
"Quais são os 2 tipos mais comuns de artrite idiopática juvenil?<br>{{c1::<br><ol><li>Oligoarticular.</li><li>Poliarticular.</li></ol><img data-editor-shrink=""true"" src=""DenissonC_FC_021 - AIJ Epidemiologia.jpg"">}}","03"," Estratégia::Pediatria::AIJ::02.Epidemiologia ","Estratégia"
"Qual é a faixa etária com maior incidência de artrite idiopática juvenil?<br>{{c1::Pico bimodal: de 1 a 3 anos e de 8 a 10 anos.}}","04"," Estratégia::Pediatria::AIJ::02.Epidemiologia ","Estratégia"
"Qual é a principal sequela da febre reumática?<br>{{c1::Cardiopatia reumática crônica.<br><img data-editor-shrink=""true"" src=""paste-467966cdc5c61c28d6c864eb1d279860278e193c.jpg"">}}","29"," Estratégia::Pediatria::Febre_Reumática::06.Prognóstico ","Estratégia"
"Qual é o tratamento de escolha para a artrite da febre reumática?<br>{{c1::AINES (p. ex. AAS ou naproxeno).}}","20"," Estratégia::Pediatria::Febre_Reumática::05.Tratamento::a)Artrite ","Estratégia"
"Cite, pelo menos, um fármaco utilizado para o tratamento da coreia de Sydenham.<br>{{c1::Haloperidol, carbamazepina ou ácido valproico.<br><img data-editor-shrink=""true"" src=""DenissonC_FC_019 - Coreia de Sydenham.jpg"">}}","21"," Estratégia::Pediatria::Febre_Reumática::05.Tratamento::b)Coreia ","Estratégia"
"Qual é a principal manifestação extra-articular da AIJ oligoarticular?<br>{{c1::Uveíte anterior crônica assintomática.<br><figure>
    <img src=""paste-f02a8d2d8b29f0310b8d89342a4b9d3e6b2dc78c.jpg"">
    <figcaption>Legenda: uveíte é a inflamação do trato uveal (íris, corpo ciliar e coroide).</figcaption>
</figure>}}","07"," Estratégia::Pediatria::AIJ::03.Formas_Clínicas::01.Oligoarticular ","Estratégia"
"Qual é o padrão clássico da febre da AIJ sistêmica?<br>{{c1::Um ou dois picos diários de febre alta com prostração durante os episódios.<br><img data-editor-shrink=""true"" src=""paste-d72c085ebe5dd0be0758db6e255173d9b75d737c.jpg"">}}","16"," Estratégia::Pediatria::AIJ::03.Formas_Clínicas::03.Sistêmica ","Estratégia"
"Qual é a definição de AIJ oligoarticular?<br>{{c1::Artrite em 1 a 4 articulações durante os 6 primeiros meses da doença.<br><img data-editor-shrink=""true"" src=""DenissonC_FC_023 - AIJ Oligoarticular.jpg"">}}","05"," Estratégia::Pediatria::AIJ::03.Formas_Clínicas::01.Oligoarticular ","Estratégia"
"Qual é a definição de AIJ poliarticular?<br>{{c1::≥ 5 articulações acometidas durante os 6 primeiros meses da doença.}}","11"," Estratégia::Pediatria::AIJ::03.Formas_Clínicas::02.Poliarticular ","Estratégia"
